 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
80,10149738,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,2.955741321,0.492623553,2537434.5,5074209.688,10100000,1,10100000,2537434.5,5074209.688,10100000,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.492623553,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,989.0,0.0,989,989,10100000.0,0.0,10100000,10100000,DDoS
53,23270,1,1,51,112,51,51,51.0,0.0,112,112,112.0,0.0,7004.727116,85.94757198,23270.0,0.0,23270,23270,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,42.97378599,42.97378599,51,112,71.33333333,35.21836642,1240.333333,0,0,0,0,0,0,0,0,1,107.0,51.0,112.0,20,0,0,0,0,0,0,1,51,1,112,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,33330,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,349024.9025,270.0270027,4166.25,11321.95348,32177,3,992,496.0,697.2072862,989,3,33228,6645.6,14278.51907,32177,3,0,0,0,0,72,132,90.0090009,180.0180018,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,7523496,8,4,56,11601,20,0,7.0,5.656854249,8760,0,2900.25,4128.319301,1549.412667,1.595003174,683954.1818,1827181.515,6047765,1,6125814,875116.2857,2281047.098,6047765,1,1410556,470185.3333,802729.147,1397068,382,0,0,0,0,172,92,1.063335449,0.531667725,0,8760,897.1538462,2488.507044,6192667.308,0,0,0,0,1,0,0,0,0,971.9166667,7.0,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,64999.0,0.0,64999,64999,6047765.0,0.0,6047765,6047765,DDoS
80,7274792,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.299063396,0.549843899,2424930.667,4199271.744,7273832,212,7274792,2424930.667,4199271.744,7273832,212,0,0.0,0.0,0,0,0,0,0,0,80,0,0.549843899,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,960.0,0.0,960,960,7273832.0,0.0,7273832,7273832,DDoS
53,188,2,2,80,216,40,40,40.0,0.0,108,108,108.0,0.0,1574468.085,21276.59574,62.66666667,106.8097998,186,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,80,80,10638.29787,10638.29787,40,108,67.2,37.24513391,1387.2,0,0,0,0,0,0,0,0,1,84.0,40.0,108.0,80,0,0,0,0,0,0,2,80,2,216,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,498236,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,23348.37306,16.05664785,71176.57143,187922.696,497345,5,654,327.0,343.6538957,570,84,498192,124548.0,248531.4925,497345,5,0,0,0,0,72,112,6.021242945,10.03540491,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,1816827,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,6402.921137,4.403281105,259546.7143,686170.4736,1815635,4,980,490.0,379.0092347,758,222,1816742,454185.5,907633.0924,1815635,4,0,0,0,0,72,112,1.651230414,2.752050691,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,70405534,8,5,56,11601,20,0,7.0,5.656854249,4380,0,2320.2,2207.341206,165.5693713,0.184644576,5867127.833,17100000.0,59300000,4,70400000,10100000.0,22100000.0,59300000,4,37488,9372.0,18556.77682,37207,45,0,0,0,0,172,112,0.113627432,0.071017145,0,4380,833.0714286,1679.986285,2822353.918,0,0,0,0,1,0,0,0,0,897.1538462,7.0,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,2995.0,0.0,2995,2995,35200000.0,34100000.0,59300000,11100000,DDoS
60026,96788689,6,9,11613,62,10220,0,1935.5,4095.416255,20,0,6.888888889,5.30199124,120.6235989,0.154976787,6913477.786,24400000.0,91500000,1,96800000,19400000.0,43000000.0,96300000,2,96300000,12000000.0,32200000.0,91500000,1,0,0,0,0,132,192,0.061990715,0.092986072,0,10220,730.0625,2553.585204,6520797.396,0,0,0,0,1,1,0,0,1,778.7333333,1935.5,6.888888889,132,0,0,0,0,0,0,6,11613,9,62,229,256,4,20,4775962.0,0.0,4775962,4775962,91500000.0,0.0,91500000,91500000,BENIGN
80,80061520,8,4,56,11607,20,0,7.0,5.656854249,11595,0,2901.75,5795.50069,145.6754756,0.149884739,7278320.0,21100000.0,70300000,1,79100000,11300000.0,26200000.0,70300000,1,919510,306503.3333,529981.3814,918473,187,0,0,0,0,172,92,0.099923159,0.04996158,0,11595,897.6153846,3214.167532,10300000.0,0,0,0,0,1,0,0,0,0,972.4166667,7.0,2901.75,172,0,0,0,0,0,0,8,56,4,11607,256,229,6,20,5.0,0.0,5,5,39600000.0,43400000.0,70300000,8852735,DDoS
53,31075,2,2,102,158,51,51,51.0,0.0,79,79,79.0,0.0,8366.854385,128.7208367,10358.33333,17935.96346,31069,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,64,64.36041834,64.36041834,51,79,62.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,77.75,51.0,79.0,40,0,0,0,0,0,0,2,102,2,158,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,6897633,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,4.349318092,0.724886349,1724408.25,3448155.198,6896641,2,6897633,1724408.25,3448155.198,6896641,2,0,0.0,0.0,0,0,0,0,0,0,100,0,0.724886349,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,992.0,0.0,992,992,6896641.0,0.0,6896641,6896641,DDoS
80,5487888,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,5.466583866,0.911097311,1371972.0,2740613.677,5482891,1,5487888,1371972.0,2740613.677,5482891,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.911097311,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,4997.0,0.0,4997,4997,5482891.0,0.0,5482891,5482891,DDoS
53,70047,2,2,60,162,30,30,30.0,0.0,81,81,81.0,0.0,3169.300612,57.10451554,23349.0,40436.45815,70041,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,40,28.55225777,28.55225777,30,81,50.4,27.93385043,780.3,0,0,0,0,0,0,0,0,1,63.0,30.0,81.0,64,0,0,0,0,0,0,2,60,2,162,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,10150742,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.364359177,0.394059863,3383580.667,5860529.296,10200000,1,10200000,3383580.667,5860529.296,10200000,1,0,0.0,0.0,0,0,0,0,0,0,80,0,0.394059863,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,5.0,0.0,5,5,10200000.0,0.0,10200000,10200000,DDoS
53,223,2,2,64,204,32,32,32.0,0.0,102,102,102.0,0.0,1201793.722,17937.21973,74.33333333,124.4199877,218,2,2,2.0,0.0,2,2,3,3.0,0.0,3,3,0,0,0,0,40,40,8968.609865,8968.609865,32,102,60.0,38.34057903,1470.0,0,0,0,0,0,0,0,0,1,75.0,32.0,102.0,40,0,0,0,0,0,0,2,64,2,204,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,6502843,6,0,36,0,6,6,6.0,0.0,0,0,0.0,0.0,5.53604016,0.92267336,1300568.6,2907041.807,6500843,4,6502843,1300568.6,2907041.807,6500843,4,0,0.0,0.0,0,0,0,0,0,0,120,0,0.92267336,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.0,6.0,0.0,120,0,0,0,0,0,0,6,36,0,0,256,-1,5,20,2000.0,0.0,2000,2000,6500843.0,0.0,6500843,6500843,DDoS
80,2000574,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,11.99655699,1.999426165,666858.0,1154327.861,1999761,329,2000574,666858.0,1154327.861,1999761,329,0,0.0,0.0,0,0,0,0,0,0,80,0,1.999426165,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,413215,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2436.833027,28137.89432,19.3603814,59030.71429,151703.3938,402967,17,9747,4873.5,6868.128166,9730,17,413149,103287.25,199837.511,402967,161,0,0,0,0,72,112,7.260143025,12.10023837,0,5840,1291.888889,2110.95076,4456113.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
55869,73927059,6,9,11613,62,7300,0,1935.5,3138.79504,20,0,6.888888889,5.30199124,157.9259362,0.202902702,5280504.214,18400000.0,69100000,3,73900000,14800000.0,32600000.0,73000000,3,73000000,9129010.625,24300000.0,69100000,3,0,0,0,0,132,192,0.081161081,0.121741621,0,7300,730.0625,2052.802328,4213997.396,0,0,0,0,1,1,0,0,1,778.7333333,1935.5,6.888888889,132,0,0,0,0,0,0,6,11613,9,62,229,256,4,20,3910908.0,0.0,3910908,3910908,69100000.0,0.0,69100000,69100000,BENIGN
80,44881,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,668.434304,111.4057173,11220.25,20660.88353,42200,350,44881,11220.25,20660.88353,42200,350,0,0.0,0.0,0,0,0,0,0,0,100,0,111.4057173,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,88324,1,1,60,154,60,60,60.0,0.0,154,154,154.0,0.0,2422.897514,22.643902,88324.0,0.0,88324,88324,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,11.321951,11.321951,60,154,91.33333333,54.2709253,2945.333333,0,0,0,0,0,0,0,0,1,137.0,60.0,154.0,20,0,0,0,0,0,0,1,60,1,154,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,100002,1,1,56,93,56,56,56.0,0.0,93,93,93.0,0.0,1489.970201,19.99960001,100002.0,0.0,100002,100002,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,9.999800004,9.999800004,56,93,68.33333333,21.36195996,456.3333333,0,0,0,0,0,0,0,0,1,102.5,56.0,93.0,20,0,0,0,0,0,0,1,56,1,93,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,7188837,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.338509414,0.556418236,2396279.0,4148748.39,7186841,985,7188837,2396279.0,4148748.39,7186841,985,0,0.0,0.0,0,0,0,0,0,0,80,0,0.556418236,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1996.0,0.0,1996,1996,7186841.0,0.0,7186841,7186841,DDoS
80,496614,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,23424.63161,16.10909076,70944.85714,187134.6829,495326,4,1050,525.0,605.2834047,953,97,496452,124113.0,247475.655,495326,4,0,0,0,0,72,112,6.040909036,10.06818173,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
49255,82223838,7,9,11613,62,5840,0,1659.0,2446.588305,20,0,6.888888889,5.30199124,141.9904529,0.194590771,5481589.2,19800000.0,76800000,1,82200000,13700000.0,32900000.0,80900000,2,80900000,10100000.0,27000000.0,76800000,1,0,0,0,0,152,192,0.085133462,0.109457308,0,5840,687.1176471,1716.741094,2947199.985,0,0,0,0,1,1,0,0,1,730.0625,1659.0,6.888888889,152,0,0,0,0,0,0,7,11613,9,62,229,256,5,20,4076882.0,0.0,4076882,4076882,76800000.0,0.0,76800000,76800000,BENIGN
80,420558,3,4,443,905,443,0,147.6666667,255.7661693,905,0,226.25,452.5,3205.265386,16.64455319,70093.0,108079.3523,210175,11,209210,104605.0,147786.7315,209106,104,211491,70497.0,121089.9056,210318,11,0,0,0,0,104,136,7.133379938,9.511173251,0,905,168.5,335.5456111,112590.8571,0,0,0,1,0,0,0,0,1,192.5714286,147.6666667,226.25,104,0,0,0,0,0,0,3,443,4,905,29200,4823,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,7152900,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.355282473,0.559213745,2384300.0,4129724.41,7152895,1,7152900,2384300.0,4129724.41,7152895,1,0,0.0,0.0,0,0,0,0,0,0,80,0,0.559213745,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,5.0,0.0,5,5,7152895.0,0.0,7152895,7152895,DDoS
80,5766875,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,4.161699361,0.69361656,1922291.667,3328638.247,5765872,4,5766875,1922291.667,3328638.247,5765872,4,0,0.0,0.0,0,0,0,0,0,0,80,0,0.69361656,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1003.0,0.0,1003,1003,5765872.0,0.0,5765872,5765872,DDoS
80,928506,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,12522.26695,9.692990675,116063.25,326628.3489,924422,7,3767,1883.5,2201.22341,3440,327,928499,185699.8,412961.4176,924422,14,0,0,0,0,72,132,3.230996892,6.461993784,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,1818546,3,5,26,11607,20,0,8.666666667,10.26320288,7300,0,2321.4,3346.363967,6396.868707,4.399118856,259792.2857,686836.952,1817392,6,844,422.0,506.2884553,780,64,1818452,454613.0,908519.4097,1817392,6,0,0,0,0,72,112,1.649669571,2.749449285,0,7300,1292.555556,2662.264877,7087654.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
443,229761,10,7,561,4134,204,0,56.1,73.47176328,1430,0,590.5714286,649.7075899,20434.27736,73.98992867,14360.0625,21041.42474,68806,4,229761,25529.0,23179.45914,68806,4,98227,16371.16667,25172.19238,58109,4,0,0,0,0,212,152,43.52348745,30.46644122,0,1430,260.8333333,474.6258279,225269.6765,0,0,0,1,0,0,0,0,0,276.1764706,56.1,590.5714286,212,0,0,0,0,0,0,10,561,7,4134,8192,343,9,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,91642875,8,6,56,11607,20,0,7.0,5.656854249,4380,0,1934.5,2177.344966,127.2657585,0.152766923,7049451.923,25000000.0,90300000,3,91000000,13000000.0,34100000.0,90300000,3,692173,138434.6,309067.4843,691311,3,0,0,0,0,172,132,0.087295384,0.065471538,0,4380,777.9333333,1627.46176,2648631.781,0,0,0,0,1,0,0,0,0,833.5,7.0,1934.5,172,0,0,0,0,0,0,8,56,6,11607,256,229,6,20,699158.0,0.0,699158,699158,90300000.0,0.0,90300000,90300000,DDoS
80,3823913,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,7.845366775,1.307561129,955978.25,1911218.532,3822806,0,3823913,955978.25,1911218.532,3822806,0,0,0.0,0.0,0,0,0,0,0,0,100,0,1.307561129,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,33954,3,6,26,11601,20,0,8.666666667,10.26320288,5755,0,1933.5,2166.985348,342433.8811,265.064499,4244.25,11586.98957,32920,48,33328,16664.0,23275.12681,33122,206,33752,6750.4,14798.87441,33223,48,0,0,0,0,72,132,88.35483301,176.709666,0,5755,1162.7,1897.114303,3599042.678,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,1861977,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,16.11190686,2.68531781,465494.25,930317.9535,1860971,1,1861977,465494.25,930317.9535,1860971,1,0,0.0,0.0,0,0,0,0,0,0,100,0,2.68531781,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
443,5638060,9,6,347,4076,190,0,38.55555556,70.31911389,1448,0,679.3333333,735.076504,784.4897004,2.660489601,402718.5714,1388992.404,5225475,9,5638060,704757.5,1827895.727,5225475,18,249508,49901.6,67727.64998,126541,48,0,0,0,0,296,200,1.596293761,1.06419584,0,1448,276.4375,535.4688872,286726.9292,0,0,0,1,0,0,0,0,0,294.8666667,38.55555556,679.3333333,296,0,0,0,0,0,0,9,347,6,4076,29200,59,3,32,412567.0,0.0,412567,412567,5225475.0,0.0,5225475,5225475,BENIGN
80,10008496,7,6,50,11601,20,0,7.142857143,6.094494002,4380,0,1933.5,1757.789948,1164.110971,1.298896458,834041.3333,1976922.212,6761378,2,8830751,1471791.833,2718618.598,6761378,3,1187088,237417.6,525530.6132,1177488,13,0,0,0,0,152,132,0.699405785,0.599490673,0,4380,832.6428571,1472.155908,2167243.016,0,0,0,0,1,0,0,0,0,896.6923077,7.142857143,1933.5,152,0,0,0,0,0,0,7,50,6,11601,256,229,5,20,2059980.0,0.0,2059980,2059980,6761378.0,0.0,6761378,6761378,DDoS
443,10770645,29,38,13748,6791,853,0,474.0689655,408.4863113,437,0,178.7105263,200.5202568,1906.942435,6.220611672,163191.5909,694103.0918,5589524,1,10800000,384665.8929,1037344.273,5589524,3,4981597,134637.7568,238929.7062,1000513,1,0,0,0,0,592,768,2.692503559,3.528108112,0,853,302.0441176,338.7258582,114735.207,0,0,0,1,0,0,0,0,1,306.5522388,474.0689655,178.7105263,592,0,0,0,0,0,0,29,13748,38,6791,8192,18021,28,20,5181118.0,0.0,5181118,5181118,5589524.0,0.0,5589524,5589524,BENIGN
58602,5,3,0,43,0,31,6,14.33333333,14.43375673,0,0,0.0,0.0,8600000.0,600000.0,2.5,2.121320344,4,1,5,2.5,2.121320344,4,1,0,0.0,0.0,0,0,0,0,0,0,60,0,600000.0,0.0,6,31,12.25,12.5,156.25,0,0,0,0,1,0,0,0,0,16.33333333,14.33333333,0.0,60,0,0,0,0,0,0,3,43,0,0,1052,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,29388,4,4,26,11601,20,0,6.5,9.433981132,4380,6,2900.25,2062.382178,395637.6752,272.2199537,4198.285714,7455.470714,18998,4,19010,6336.666667,10965.03649,18998,4,10300,3433.333333,5504.088511,9788,163,0,0,0,0,104,80,136.1099769,136.1099769,0,4380,1291.888889,1980.710254,3923213.111,0,0,0,1,1,0,0,0,1,1453.375,6.5,2900.25,104,0,0,0,0,0,0,4,26,4,11601,29200,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,8025763,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.990369888,0.498394981,2675254.333,4632787.915,8024737,3,8025763,2675254.333,4632787.915,8024737,3,0,0.0,0.0,0,0,0,0,0,0,80,0,0.498394981,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1026.0,0.0,1026,1026,8024737.0,0.0,8024737,8024737,DDoS
80,4120934,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,7.279903051,1.213317175,1030233.5,2058471.482,4117940,1,4120934,1030233.5,2058471.482,4117940,1,0,0.0,0.0,0,0,0,0,0,0,100,0,1.213317175,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,48300,1,1,43,130,43,43,43.0,0.0,130,130,130.0,0.0,3581.780538,41.40786749,48300.0,0.0,48300,48300,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,20.70393375,20.70393375,43,130,72.0,50.22947342,2523.0,0,0,0,0,0,0,0,0,1,108.0,43.0,130.0,20,0,0,0,0,0,0,1,43,1,130,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,4996913,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,4.802965351,0.800494225,1665637.667,2884966.468,4996910,1,4996913,1665637.667,2884966.468,4996910,1,0,0.0,0.0,0,0,0,0,0,0,80,0,0.800494225,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,100353,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,115920.7996,79.71859337,14336.14286,37527.30344,99439,4,706,353.0,359.2102448,607,99,100305,25076.25,49576.08379,99439,4,0,0,0,0,72,112,29.89447251,49.82412085,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,55,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,218181.8182,36363.63636,55.0,0.0,55,55,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,18181.81818,18181.81818,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,256,229,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,81857392,8,4,56,11601,20,0,7.0,5.656854249,8760,0,2900.25,4128.319301,142.4061983,0.146596412,7441581.091,21100000.0,70500000,50,80700000,11500000.0,26300000.0,70500000,50,1165479,388493.0,662412.6183,1153351,177,0,0,0,0,172,92,0.097730942,0.048865471,0,8760,897.1538462,2488.507044,6192667.308,0,0,0,0,1,0,0,0,0,971.9166667,7.0,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,1068.0,0.0,1068,1068,40300000.0,42700000.0,70500000,10200000,DDoS
53,213573,4,2,148,262,37,37,37.0,0.0,131,131,131.0,0.0,1919.718316,28.09343878,42714.6,79454.88649,182860,3,30665,10221.66667,17660.29304,30614,3,48,48.0,0.0,48,48,0,0,0,0,128,40,18.72895918,9.364479592,37,131,63.85714286,45.86730343,2103.809524,0,0,0,0,0,0,0,0,0,74.5,37.0,131.0,128,0,0,0,0,0,0,4,148,2,262,-1,-1,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,117452202,15,14,938,4727,282,0,62.53333333,87.53192615,1410,0,337.6428571,512.2468766,48.23238648,0.246908951,4194721.5,15300000.0,58900000,25,117000000,8389443.0,21200000.0,58900000,25,117000000,9028612.692,22000000.0,59000000,48,0,0,0,0,312,292,0.127711526,0.119197425,0,1410,188.8333333,376.1592732,141495.7989,0,0,0,1,0,0,0,0,0,195.3448276,62.53333333,337.6428571,312,0,0,0,0,0,0,15,938,14,4727,8192,123,14,20,166803.5,123085.3703,253838,79769,58500000.0,575128.836,58900000,58100000,BENIGN
57529,93158529,7,9,11613,62,5840,0,1659.0,2429.621575,20,0,6.888888889,5.30199124,125.3240055,0.171750243,6210568.6,23600000.0,91600000,1,93200000,15500000.0,37900000.0,92900000,3,92900000,11600000.0,32300000.0,91600000,1,0,0,0,0,152,192,0.075140731,0.096609512,0,5840,687.1176471,1707.681172,2916174.985,0,0,0,0,1,1,0,0,1,730.0625,1659.0,6.888888889,152,0,0,0,0,0,0,7,11613,9,62,229,256,5,20,1243528.0,0.0,1243528,1243528,91600000.0,0.0,91600000,91600000,BENIGN
53,180,2,2,60,252,30,30,30.0,0.0,126,126,126.0,0.0,1733333.333,22222.22222,60.0,62.23343153,127,4,4,4.0,0.0,4,4,49,49.0,0.0,49,49,0,0,0,0,40,40,11111.11111,11111.11111,30,126,68.4,52.58136552,2764.8,0,0,0,0,0,0,0,0,1,85.5,30.0,126.0,40,0,0,0,0,0,0,2,60,2,252,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
